pID,participantID,conditionID,block,trial,targetIcon,menuTargetok ,itemTarget,time,errors,menusPressed,itemsPressed,selectionTime,betweenLastTime
5,Farren123,4x4 Chording,1,2,Tabby,1,0,6182.200000017881,0
5,Farren123,4x4 Chording,1,3,Shepherd,1,1,1487,0
5,Farren123,4x4 Chording,1,4,Starfish,3,3,2060,0
5,Farren123,4x4 Chording,1,2,Lion,3,0,13304.600000023842,1,3,2
5,Farren123,4x4 Chording,1,3,Jaguar,2,0,1023.8000000119209,0,1,2
5,Farren123,4x4 Chording,1,4,Shark,0,3,2942.9000000059605,0,6,3
5,Farren123,4x4 Chording,1,5,Leopard,1,0,2051.7000000178814,0,4,1
5,Farren123,4x4 Chording,1,6,Poodle,3,1,1769.0999999940395,0,2,1
5,Farren123,4x4 Chording,1,7,Yorkie,0,1,947.9000000059605,0,1,1
5,Farren123,4x4 Chording,1,8,Jellyfish,3,3,1590.4000000059605,0,2,2
5,Farren123,4x4 Chording,1,9,Duck,3,2,1614.5,0,2,1
5,Farren123,4x4 Radial,1,1,Cocktail,1,0,4150.700000017881,0,3,1
5,Farren123,4x4 Radial,1,2,Summer dress,1,1,6133.200000017881,0,1,1
5,Farren123,4x4 Radial,1,3,Backpack,3,3,2633.0999999940395,0,3,1
5,Farren123,4x4 Radial,1,4,Rain,0,3,63883.60000002384,0,4,1
5,Farren123,4x4 Radial,1,5,Capris,2,0,1483,0,3,1
5,Farren123,4x4 Radial,1,6,Satchel,3,2,1783.2000000178814,0,2,3
5,Farren123,4x4 Radial,1,7,Leggings,2,3,1232.699999988079,0,1,2
5,Farren123,4x4 Radial,1,8,Wedding,1,2,1650.199999988079,0,2,1
6,Farren123,4x4 Chording,1,2,Duck,2,3,2179.5999999940395,0,3,2
6,Farren123,4x4 Chording,1,3,Tabby,2,0,3473.2999999821186,0,4,4
6,Farren123,4x4 Chording,1,4,Lion,0,0,2234.399999976158,0,1,1
6,Farren123,4x4 Chording,1,5,Shiba,3,1,1489.8999999761581,0,2,1
